file,datatype,sim_model,taxa,sites,build,inference_model,status,host,wall_total_s,wall_tree_s,best_logL,energy_cpu_J,energy_gpu_J,gpu_mem_peak_MB,gpu_mem_delta_MB,cpu_mem_peak_MB,logL_ref,delta_logL,rel_diff
output_openacc_stable_modelwise_AA_LG+I+G4_OPENACC_taxa100_run1_tree_1_10000000_iqtree3_AA_OPENACC_H200_LG-I-R6_100taxa_10000000len_modelwise_te_OPENACC_run1_tree_1_10000000_aa_iqtree.log,AA,LG+I+G4,100,10000000,openACC_H200,LG+I+R6,COMPLETE,gadi-gpu-h200-0015.gadi.nci.org.au,7399.7694199085,0.0043289661,-782588199.3651571,2344345.296,3804013.902,134094.688,133220.0,25145.453,-782588199.1949732,-0.17018389701843262,-2.174628970811163e-10
output_openacc_stable_modelwise_AA_LG+I+G4_OPENACC_taxa100_run1_tree_1_10000000_iqtree3_AA_OPENACC_H200_LG-I-R7_100taxa_10000000len_modelwise_te_OPENACC_run1_tree_1_10000000_aa_iqtree.log,AA,LG+I+G4,100,10000000,openACC_H200,LG+I+R7,COMPLETE,gadi-gpu-h200-0011.gadi.nci.org.au,7434.378,0.004,-782588259.261,2035436.445,3947353.982,132700.688,131826.0,25145.527,-782588260.525994,1.2649939060211182,1.6164233094563535e-09
output_openacc_stable_modelwise_AA_LG+I+G4_OPENACC_taxa100_run1_tree_1_10000000_iqtree3_AA_OPENACC_H200_LG-I_100taxa_10000000len_modelwise_te_OPENACC_run1_tree_1_10000000_aa_iqtree.log,AA,LG+I+G4,100,10000000,openACC_H200,LG+I,COMPLETE,gadi-gpu-h200-0027.gadi.nci.org.au,210.552,0.013,-825762690.315,77804.665,88978.662,104174.688,103300.0,24262.562,-825762690.315,0.0,0.0
output_openacc_stable_modelwise_AA_LG+I+G4_OPENACC_taxa100_run1_tree_1_10000000_iqtree3_AA_OPENACC_H200_LG-R1_100taxa_10000000len_modelwise_te_OPENACC_run1_tree_1_10000000_aa_iqtree.log,AA,LG+I+G4,100,10000000,openACC_H200,LG+R1,COMPLETE,gadi-gpu-h200-0009.gadi.nci.org.au,85.599,0.004,-827775381.071,45764.629,33337.137,104174.688,103300.0,24262.52,-827775381.071,0.0,0.0
output_openacc_stable_modelwise_AA_LG+I+G4_OPENACC_taxa100_run1_tree_1_10000000_iqtree3_AA_OPENACC_H200_LG-R2_100taxa_10000000len_modelwise_te_OPENACC_run1_tree_1_10000000_aa_iqtree.log,AA,LG+I+G4,100,10000000,openACC_H200,LG+R2,COMPLETE,gadi-gpu-h200-0019.gadi.nci.org.au,442.899,0.004,-790602381.657,184370.197,200631.809,123218.688,122344.0,24404.379,-790602381.657,0.0,0.0
output_openacc_stable_modelwise_AA_LG+I+G4_OPENACC_taxa100_run1_tree_1_10000000_iqtree3_AA_OPENACC_H200_LG-R3_100taxa_10000000len_modelwise_te_OPENACC_run1_tree_1_10000000_aa_iqtree.log,AA,LG+I+G4,100,10000000,openACC_H200,LG+R3,COMPLETE,gadi-gpu-h200-0023.gadi.nci.org.au,559.408,0.007,-783405092.745,229668.91,271962.618,125406.688,124532.0,24404.215,-783405092.745,0.0,0.0
output_openacc_stable_modelwise_AA_LG+I+G4_OPENACC_taxa100_run1_tree_1_10000000_iqtree3_AA_OPENACC_H200_LG-R4_100taxa_10000000len_modelwise_te_OPENACC_run1_tree_1_10000000_aa_iqtree.log,AA,LG+I+G4,100,10000000,openACC_H200,LG+R4,COMPLETE,gadi-gpu-h200-0006.gadi.nci.org.au,248.897,0.004,-782587988.958,84713.409,117566.198,125446.688,124572.0,24404.238,-782587988.958,0.0,0.0
output_openacc_stable_modelwise_AA_LG+I+G4_OPENACC_taxa100_run1_tree_1_10000000_iqtree3_AA_OPENACC_H200_LG-R6_100taxa_10000000len_modelwise_te_OPENACC_run1_tree_1_10000000_aa_iqtree.log,AA,LG+I+G4,100,10000000,openACC_H200,LG+R6,COMPLETE,gadi-gpu-h200-0006.gadi.nci.org.au,7219.786,0.005,-782588228.418,1915139.293,3779484.097,134094.688,133220.0,25145.133,-782588204.622,-23.796000003814697,-3.04067961455009e-08
output_openacc_stable_modelwise_AA_LG+I+G4_OPENACC_taxa100_run1_tree_1_10000000_iqtree3_AA_OPENACC_H200_LG-R7_100taxa_10000000len_modelwise_te_OPENACC_run1_tree_1_10000000_aa_iqtree.log,AA,LG+I+G4,100,10000000,openACC_H200,LG+R7,COMPLETE,gadi-gpu-h200-0006.gadi.nci.org.au,19832.403,0.008,-782588262.423,5073355.923,10460344.355,132700.688,131826.0,25145.215,-782588243.515,-18.907999992370605,-2.4160853614980473e-08
output_openacc_stable_modelwise_AA_LG+I+G4_OPENACC_taxa100_run1_tree_1_10000000_iqtree3_AA_OPENACC_H200_LG_100taxa_10000000len_modelwise_te_OPENACC_run1_tree_1_10000000_aa_iqtree.log,AA,LG+I+G4,100,10000000,openACC_H200,LG,COMPLETE,gadi-gpu-h200-0013.gadi.nci.org.au,81.62,0.004,-827775381.071,44441.692,31651.471,104174.688,103300.0,24262.332,-827775381.072,0.001000046730041504,1.2081136415852403e-12
output_cpu_modelwisetest_DNA_GTR+I+G4_OMP_104_taxa100_run1_tree_1_100000_iqtree3_DNA_INTEL_VANILA_OMP104_GTR-G4_100taxa_100000len_modelwise_te.log,DNA,GTR+I+G4,100,100000,cpu_OMP_104,GTR+G4,COMPLETE,gadi-cpu-spr-0286.gadi.nci.org.au,5.161,0.0,-5692973.087,3715.554,,,,1479.73,-5692973.087,0.0,0.0
output_cpu_modelwisetest_DNA_GTR+I+G4_OMP_104_taxa100_run1_tree_1_100000_iqtree3_DNA_INTEL_VANILA_OMP104_GTR-I-G4_100taxa_100000len_modelwise_te.log,DNA,GTR+I+G4,100,100000,cpu_OMP_104,GTR+I+G4,COMPLETE,gadi-cpu-spr-0572.gadi.nci.org.au,128.37,0.0,-5692973.086,89490.902,,,,1482.574,-5692973.086,0.0,0.0
output_cpu_modelwisetest_DNA_GTR+I+G4_OMP_104_taxa100_run1_tree_1_100000_iqtree3_DNA_INTEL_VANILA_OMP104_GTR-I_100taxa_100000len_modelwise_te.log,DNA,GTR+I+G4,100,100000,cpu_OMP_104,GTR+I,COMPLETE,gadi-cpu-spr-0571.gadi.nci.org.au,3.29,0.0,-6054682.646,2429.558,,,,619.914,-6054682.646,0.0,0.0
output_cpu_modelwisetest_DNA_GTR+I+G4_OMP_104_taxa100_run1_tree_1_100000_iqtree3_DNA_INTEL_VANILA_OMP104_GTR_100taxa_100000len_modelwise_te.log,DNA,GTR+I+G4,100,100000,cpu_OMP_104,GTR,COMPLETE,gadi-cpu-spr-0573.gadi.nci.org.au,2.771,0.0,-6075199.441,1856.808,,,,619.746,-6075199.441,0.0,0.0
output_cudajolt_modelwise_DNA_GTR+I+G4_IQTREE_GPU_SHARED_taxa100_run1_tree_1_100000_iqtree3_DNA_IQTREE_GPU_SHARED_H200_GTR-G4_100taxa_100000len_modelwise_te_nt12_jolt_IQTREE_GPU_SHARED_run1_tree_1_100000_iqtree.log,DNA,GTR+I+G4,100,100000,cudajolt_H200,GTR+G4,COMPLETE,gadi-gpu-h200-0002.gadi.nci.org.au,1.227,0.0,-5692972.984,,,,,,-5692973.087,0.10300000011920929,1.809247971932478e-08
output_cudajolt_modelwise_DNA_GTR+I+G4_IQTREE_GPU_SHARED_taxa100_run1_tree_1_100000_iqtree3_DNA_IQTREE_GPU_SHARED_H200_GTR-I-G4_100taxa_100000len_modelwise_te_nt12_jolt_IQTREE_GPU_SHARED_run1_tree_1_100000_iqtree.log,DNA,GTR+I+G4,100,100000,cudajolt_H200,GTR+I+G4,COMPLETE,gadi-gpu-h200-0002.gadi.nci.org.au,9.436,0.0,-5692972.899,,,,,,-5692973.086,0.1869999999180436,3.28475116767913e-08
output_cudajolt_modelwise_DNA_GTR+I+G4_IQTREE_GPU_SHARED_taxa100_run1_tree_1_100000_iqtree3_DNA_IQTREE_GPU_SHARED_H200_GTR-I_100taxa_100000len_modelwise_te_nt12_jolt_IQTREE_GPU_SHARED_run1_tree_1_100000_iqtree.log,DNA,GTR+I+G4,100,100000,cudajolt_H200,GTR+I,COMPLETE,gadi-gpu-h200-0002.gadi.nci.org.au,2.715,0.0,-6054682.646,,,,,,-6054682.646,0.0,0.0
output_cudajolt_modelwise_DNA_GTR+I+G4_IQTREE_GPU_SHARED_taxa100_run1_tree_1_100000_iqtree3_DNA_IQTREE_GPU_SHARED_H200_GTR_100taxa_100000len_modelwise_te_nt12_jolt_IQTREE_GPU_SHARED_run1_tree_1_100000_iqtree.log,DNA,GTR+I+G4,100,100000,cudajolt_H200,GTR,COMPLETE,gadi-gpu-h200-0012.gadi.nci.org.au,0.883,0.0,-6075199.436,,,,,,-6075199.441,0.004999999888241291,8.230182295740851e-10
output_openacc_stable_modelwise_DNA_GTR+I+G4_OPENACC_taxa100_run1_tree_1_100000_iqtree3_DNA_OPENACC_H200_GTR-G4_100taxa_100000len_modelwise_te_OPENACC_run1_tree_1_100000_iqtree.log,DNA,GTR+I+G4,100,100000,openACC_H200,GTR+G4,COMPLETE,gadi-gpu-h200-0002.gadi.nci.org.au,3.886,0.005,-5692973.427,1092.618,862.002,2544.688,1670.0,356.926,-5692973.087,-0.3399999998509884,-5.97227484927663e-08
output_openacc_stable_modelwise_DNA_GTR+I+G4_OPENACC_taxa100_run1_tree_1_100000_iqtree3_DNA_OPENACC_H200_GTR-I-G4_100taxa_100000len_modelwise_te_OPENACC_run1_tree_1_100000_iqtree.log,DNA,GTR+I+G4,100,100000,openACC_H200,GTR+I+G4,COMPLETE,gadi-gpu-h200-0012.gadi.nci.org.au,118.823,0.006,-5692973.426,27951.123,27799.727,2544.688,1670.0,356.961,-5692973.086,-0.3399999998509884,-5.972274850325691e-08
output_openacc_stable_modelwise_DNA_GTR+I+G4_OPENACC_taxa100_run1_tree_1_100000_iqtree3_DNA_OPENACC_H200_GTR-I_100taxa_100000len_modelwise_te_OPENACC_run1_tree_1_100000_iqtree.log,DNA,GTR+I+G4,100,100000,openACC_H200,GTR+I,COMPLETE,gadi-gpu-h200-0002.gadi.nci.org.au,1.683,0.004,-6054771.582,560.818,355.164,1336.688,462.0,347.148,-6054682.646,-88.93600000068545,-1.4688796292145988e-05
output_openacc_stable_modelwise_DNA_GTR+I+G4_OPENACC_taxa100_run1_tree_1_100000_iqtree3_DNA_OPENACC_H200_GTR_100taxa_100000len_modelwise_te_OPENACC_run1_tree_1_100000_iqtree.log,DNA,GTR+I+G4,100,100000,openACC_H200,GTR,COMPLETE,gadi-gpu-h200-0002.gadi.nci.org.au,2.331,0.004,-6075235.09,692.786,416.482,1336.688,462.0,346.984,-6075199.441,-35.649000000208616,-5.867955504410677e-06
output_cpu_modelwisetest_DNA_GTR+I+G4_OMP_104_taxa100_run1_tree_1_1000000_iqtree3_DNA_INTEL_VANILA_OMP104_GTR-G4_100taxa_1000000len_modelwise_te.log,DNA,GTR+I+G4,100,1000000,cpu_OMP_104,GTR+G4,COMPLETE,gadi-cpu-spr-0572.gadi.nci.org.au,26.537,0.0,-59208016.028,20246.654,,,,14521.367,-59208016.028,0.0,0.0
output_cpu_modelwisetest_DNA_GTR+I+G4_OMP_104_taxa100_run1_tree_1_1000000_iqtree3_DNA_INTEL_VANILA_OMP104_GTR-I-G4_100taxa_1000000len_modelwise_te.log,DNA,GTR+I+G4,100,1000000,cpu_OMP_104,GTR+I+G4,COMPLETE,gadi-cpu-spr-0537.gadi.nci.org.au,3095.109,0.0,-59208016.03,2162394.251,,,,14549.758,-59208016.03,0.0,0.0
output_cpu_modelwisetest_DNA_GTR+I+G4_OMP_104_taxa100_run1_tree_1_1000000_iqtree3_DNA_INTEL_VANILA_OMP104_GTR-I_100taxa_1000000len_modelwise_te.log,DNA,GTR+I+G4,100,1000000,cpu_OMP_104,GTR+I,COMPLETE,gadi-cpu-spr-0109.gadi.nci.org.au,14.286,0.0,-63090954.915,12513.287,,,,6023.871,-63090954.915,0.0,0.0
output_cpu_modelwisetest_DNA_GTR+I+G4_OMP_104_taxa100_run1_tree_1_1000000_iqtree3_DNA_INTEL_VANILA_OMP104_GTR_100taxa_1000000len_modelwise_te.log,DNA,GTR+I+G4,100,1000000,cpu_OMP_104,GTR,COMPLETE,gadi-cpu-spr-0110.gadi.nci.org.au,16.168,0.0,-63265153.247,13823.904,,,,6023.848,-63265153.247,0.0,0.0
output_cudajolt_modelwise_DNA_GTR+I+G4_IQTREE_GPU_SHARED_taxa100_run1_tree_1_1000000_iqtree3_DNA_IQTREE_GPU_SHARED_H200_GTR-G4_100taxa_1000000len_modelwise_te_nt12_jolt_IQTREE_GPU_SHARED_run1_tree_1_1000000_iqtree.log,DNA,GTR+I+G4,100,1000000,cudajolt_H200,GTR+G4,COMPLETE,gadi-gpu-h200-0021.gadi.nci.org.au,8.837,0.0,-59208015.981,,,,,,-59208016.028,0.04699999839067459,7.938114050038068e-10
output_cudajolt_modelwise_DNA_GTR+I+G4_IQTREE_GPU_SHARED_taxa100_run1_tree_1_1000000_iqtree3_DNA_IQTREE_GPU_SHARED_H200_GTR-I-G4_100taxa_1000000len_modelwise_te_nt12_jolt_IQTREE_GPU_SHARED_run1_tree_1_1000000_iqtree.log,DNA,GTR+I+G4,100,1000000,cudajolt_H200,GTR+I+G4,COMPLETE,gadi-gpu-h200-0013.gadi.nci.org.au,97.776,0.0,-59208015.977,,,,,,-59208016.03,0.05300000309944153,8.951491141433798e-10
output_cudajolt_modelwise_DNA_GTR+I+G4_IQTREE_GPU_SHARED_taxa100_run1_tree_1_1000000_iqtree3_DNA_IQTREE_GPU_SHARED_H200_GTR-I_100taxa_1000000len_modelwise_te_nt12_jolt_IQTREE_GPU_SHARED_run1_tree_1_1000000_iqtree.log,DNA,GTR+I+G4,100,1000000,cudajolt_H200,GTR+I,COMPLETE,gadi-gpu-h200-0021.gadi.nci.org.au,49.976,0.0,-63090954.915,,,,,,-63090954.915,0.0,0.0
output_cudajolt_modelwise_DNA_GTR+I+G4_IQTREE_GPU_SHARED_taxa100_run1_tree_1_1000000_iqtree3_DNA_IQTREE_GPU_SHARED_H200_GTR_100taxa_1000000len_modelwise_te_nt12_jolt_IQTREE_GPU_SHARED_run1_tree_1_1000000_iqtree.log,DNA,GTR+I+G4,100,1000000,cudajolt_H200,GTR,COMPLETE,gadi-gpu-h200-0013.gadi.nci.org.au,6.319,0.0,-63265153.278,,,,,,-63265153.247,-0.03099999576807022,-4.90001117155916e-10
output_openacc_stable_modelwise_DNA_GTR+I+G4_OPENACC_taxa100_run1_tree_1_1000000_iqtree3_DNA_OPENACC_H200_GTR-G4_100taxa_1000000len_modelwise_te_OPENACC_run1_tree_1_1000000_iqtree.log,DNA,GTR+I+G4,100,1000000,openACC_H200,GTR+G4,COMPLETE,gadi-gpu-h200-0029.gadi.nci.org.au,16.103,0.01,-59208016.296,6499.488,6393.226,14542.688,13668.0,2098.23,-59208016.028,-0.2679999992251396,-4.526414110859584e-09
output_openacc_stable_modelwise_DNA_GTR+I+G4_OPENACC_taxa100_run1_tree_1_1000000_iqtree3_DNA_OPENACC_H200_GTR-I-G4_100taxa_1000000len_modelwise_te_OPENACC_run1_tree_1_1000000_iqtree.log,DNA,GTR+I+G4,100,1000000,openACC_H200,GTR+I+G4,COMPLETE,gadi-gpu-h200-0021.gadi.nci.org.au,1287.148,0.004,-59208016.298,349076.263,541514.762,14542.688,13668.0,2098.203,-59208016.03,-0.2679999992251396,-4.526414110706685e-09
output_openacc_stable_modelwise_DNA_GTR+I+G4_OPENACC_taxa100_run1_tree_1_1000000_iqtree3_DNA_OPENACC_H200_GTR-I_100taxa_1000000len_modelwise_te_OPENACC_run1_tree_1_1000000_iqtree.log,DNA,GTR+I+G4,100,1000000,openACC_H200,GTR+I,COMPLETE,gadi-gpu-h200-0023.gadi.nci.org.au,8.415,0.009,-63092579.61,4509.592,2963.685,5166.688,4292.0,2106.797,-63090954.915,-1624.695000000298,-2.5751631152027842e-05
output_openacc_stable_modelwise_DNA_GTR+I+G4_OPENACC_taxa100_run1_tree_1_1000000_iqtree3_DNA_OPENACC_H200_GTR_100taxa_1000000len_modelwise_te_OPENACC_run1_tree_1_1000000_iqtree.log,DNA,GTR+I+G4,100,1000000,openACC_H200,GTR,COMPLETE,gadi-gpu-h200-0027.gadi.nci.org.au,9.657,0.004,-63266293.23,4556.682,3105.798,5166.688,4292.0,2106.652,-63265153.247,-1139.9829999953508,-1.8019129670715027e-05
output_cpu_modelwisetest_DNA_GTR+I+G4_OMP_104_taxa100_run1_tree_1_10000000_iqtree3_DNA_INTEL_VANILA_OMP104_GTR-G4_100taxa_10000000len_modelwise_te.log,DNA,GTR+I+G4,100,10000000,cpu_OMP_104,GTR+G4,COMPLETE,gadi-cpu-spr-0573.gadi.nci.org.au,280.798,0.0,-578953723.04,229661.448,,,,139171.512,-578953723.04,0.0,0.0
output_cpu_modelwisetest_DNA_GTR+I+G4_OMP_104_taxa100_run1_tree_1_10000000_iqtree3_DNA_INTEL_VANILA_OMP104_GTR-I-G4_100taxa_10000000len_modelwise_te.log,DNA,GTR+I+G4,100,10000000,cpu_OMP_104,GTR+I+G4,COMPLETE,gadi-cpu-spr-0286.gadi.nci.org.au,37912.442,0.0,-578953723.056,26055979.353,,,,139445.613,-578953723.056,0.0,0.0
output_cpu_modelwisetest_DNA_GTR+I+G4_OMP_104_taxa100_run1_tree_1_10000000_iqtree3_DNA_INTEL_VANILA_OMP104_GTR-I_100taxa_10000000len_modelwise_te.log,DNA,GTR+I+G4,100,10000000,cpu_OMP_104,GTR+I,COMPLETE,gadi-cpu-spr-0571.gadi.nci.org.au,173.26,0.0,-616700711.966,160414.27,,,,57577.027,-616700711.966,0.0,0.0
output_cpu_modelwisetest_DNA_GTR+I+G4_OMP_104_taxa100_run1_tree_1_10000000_iqtree3_DNA_INTEL_VANILA_OMP104_GTR_100taxa_10000000len_modelwise_te.log,DNA,GTR+I+G4,100,10000000,cpu_OMP_104,GTR,COMPLETE,gadi-cpu-spr-0196.gadi.nci.org.au,52.689,0.0,-618608860.704,89537.231,,,,57577.039,-618608860.704,0.0,0.0
output_cudajolt_modelwise_DNA_GTR+I+G4_IQTREE_GPU_SHARED_taxa100_run1_tree_1_10000000_iqtree3_DNA_IQTREE_GPU_SHARED_H200_GTR-G4_100taxa_10000000len_modelwise_te_nt12_jolt_IQTREE_GPU_SHARED_run1_tree_1_10000000_iqtree.log,DNA,GTR+I+G4,100,10000000,cudajolt_H200,GTR+G4,COMPLETE,gadi-gpu-h200-0003.gadi.nci.org.au,104.396,0.0,-578953722.404,,,,,,-578953723.04,0.6359999179840088,1.0985332552046954e-09
output_cudajolt_modelwise_DNA_GTR+I+G4_IQTREE_GPU_SHARED_taxa100_run1_tree_1_10000000_iqtree3_DNA_IQTREE_GPU_SHARED_H200_GTR-I-G4_100taxa_10000000len_modelwise_te_nt12_jolt_IQTREE_GPU_SHARED_run1_tree_1_10000000_iqtree.log,DNA,GTR+I+G4,100,10000000,cudajolt_H200,GTR+I+G4,COMPLETE,gadi-gpu-h200-0018.gadi.nci.org.au,1354.135,0.0,-578953722.4,,,,,,-578953723.056,0.656000018119812,1.133078503506505e-09
output_cudajolt_modelwise_DNA_GTR+I+G4_IQTREE_GPU_SHARED_taxa100_run1_tree_1_10000000_iqtree3_DNA_IQTREE_GPU_SHARED_H200_GTR-I_100taxa_10000000len_modelwise_te_nt12_jolt_IQTREE_GPU_SHARED_run1_tree_1_10000000_iqtree.log,DNA,GTR+I+G4,100,10000000,cudajolt_H200,GTR+I,COMPLETE,gadi-gpu-h200-0002.gadi.nci.org.au,560.944,0.0,-616700711.966,,,,,,-616700711.966,0.0,0.0
output_cudajolt_modelwise_DNA_GTR+I+G4_IQTREE_GPU_SHARED_taxa100_run1_tree_1_10000000_iqtree3_DNA_IQTREE_GPU_SHARED_H200_GTR_100taxa_10000000len_modelwise_te_nt12_jolt_IQTREE_GPU_SHARED_run1_tree_1_10000000_iqtree.log,DNA,GTR+I+G4,100,10000000,cudajolt_H200,GTR,COMPLETE,gadi-gpu-h200-0003.gadi.nci.org.au,63.396,0.0,-618608860.989,,,,,,-618608860.704,-0.2849999666213989,-4.607110966646328e-10
output_openacc_stable_modelwise_DNA_GTR+I+G4_OPENACC_taxa100_run1_tree_1_10000000_iqtree3_DNA_OPENACC_H200_GTR-G4_100taxa_10000000len_modelwise_te_OPENACC_run1_tree_1_10000000_iqtree.log,DNA,GTR+I+G4,100,10000000,openACC_H200,GTR+G4,COMPLETE,gadi-gpu-h200-0023.gadi.nci.org.au,133.876,0.004,-578953723.316,58054.341,62327.25,124316.688,123442.0,22026.129,-578953723.04,-0.2760000228881836,-4.767220796835859e-10
output_openacc_stable_modelwise_DNA_GTR+I+G4_OPENACC_taxa100_run1_tree_1_10000000_iqtree3_DNA_OPENACC_H200_GTR-I-G4_100taxa_10000000len_modelwise_te_OPENACC_run1_tree_1_10000000_iqtree.log,DNA,GTR+I+G4,100,10000000,openACC_H200,GTR+I+G4,COMPLETE,gadi-gpu-h200-0023.gadi.nci.org.au,11589.337,0.014,-578953723.331,3149877.81,5929565.227,124316.688,123442.0,22026.008,-578953723.056,-0.2749999761581421,-4.749947451871596e-10
output_openacc_stable_modelwise_DNA_GTR+I+G4_OPENACC_taxa100_run1_tree_1_10000000_iqtree3_DNA_OPENACC_H200_GTR-I_100taxa_10000000len_modelwise_te_OPENACC_run1_tree_1_10000000_iqtree.log,DNA,GTR+I+G4,100,10000000,openACC_H200,GTR+I,COMPLETE,gadi-gpu-h200-0027.gadi.nci.org.au,89.357,0.004,-616714037.319,43488.556,35105.568,35664.688,34790.0,21169.508,-616700711.966,-13325.353000044823,-2.1607487621612276e-05
output_openacc_stable_modelwise_DNA_GTR+I+G4_OPENACC_taxa100_run1_tree_1_10000000_iqtree3_DNA_OPENACC_H200_GTR_100taxa_10000000len_modelwise_te_OPENACC_run1_tree_1_10000000_iqtree.log,DNA,GTR+I+G4,100,10000000,openACC_H200,GTR,COMPLETE,gadi-gpu-h200-0008.gadi.nci.org.au,47.979,0.004,-618616739.667,36221.529,20142.872,35664.688,34790.0,21169.578,-618608860.704,-7878.963000059128,-1.2736582840233768e-05
